study site,impact types,quadrat,trial,burrow size,latitude,longitude,beach width,distance to vegetation,day,month,year
Debidue Island,P,T3,2,52,33.331293,-79.161694,26.61,16.62,24,August,2016
Debidue Island,P,T3,2,23,33.331293,-79.161694,26.61,19.28,24,August,2016
Debidue Island,P,T3,2,47,33.331293,-79.161694,26.61,18.64,24,August,2016
Debidue Island,P,T3,2,36,33.331293,-79.161694,26.61,18.81,24,August,2016
Debidue Island,P,T3,2,41,33.331293,-79.161694,26.61,17.12,24,August,2016
Debidue Island,P,T3,2,48,33.331293,-79.161694,26.61,18.62,24,August,2016
Debidue Island,P,T3,2,54,33.331293,-79.161694,26.61,16.08,24,August,2016
Debidue Island,P,T3,2,42,33.331293,-79.161694,26.61,17.23,24,August,2016
Debidue Island,P,T3,2,24,33.331293,-79.161694,26.61,15.47,24,August,2016
Debidue Island,P,T3,2,38,33.331293,-79.161694,26.61,16.29,24,August,2016
Debidue Island,P,T3,2,26,33.331293,-79.161694,26.61,19.87,24,August,2016
Debidue Island,P,T3,2,50,33.331293,-79.161694,26.61,16.87,24,August,2016
Debidue Island,P,T3,2,25,33.331293,-79.161694,26.61,15.41,24,August,2016
Debidue Island,P,T3,2,34,33.331293,-79.161694,26.61,19.31,24,August,2016
Debidue Island,P,T3,2,43,33.331293,-79.161694,26.61,15.63,24,August,2016
Debidue Island,P,T3,2,17,33.331293,-79.161694,26.61,19.25,24,August,2016
Debidue Island,P,T3,2,40,33.331293,-79.161694,26.61,18.48,24,August,2016
Debidue Island,P,T3,2,38,33.331293,-79.161694,26.61,16.87,24,August,2016
Debidue Island,P,T3,2,18,33.331293,-79.161694,26.61,17.52,24,August,2016
Debidue Island,P,T3,2,52,33.331293,-79.161694,26.61,16.61,24,August,2016
Debidue Island,P,T3,2,28,33.331293,-79.161694,26.61,19.28,24,August,2016
Debidue Island,P,T3,3,30,33.331293,-79.161694,26.61,18.51,24,August,2016
Debidue Island,P,T3,3,16,33.331293,-79.161694,26.61,19.76,24,August,2016
Debidue Island,P,T3,3,49,33.331293,-79.161694,26.61,16.83,24,August,2016
Debidue Island,P,T3,3,51,33.331293,-79.161694,26.61,18.54,24,August,2016
Debidue Island,P,T3,3,44,33.331293,-79.161694,26.61,17.33,24,August,2016
Debidue Island,P,T3,3,43,33.331293,-79.161694,26.61,19.21,24,August,2016
Debidue Island,P,T3,3,31,33.331293,-79.161694,26.61,17.3,24,August,2016
Debidue Island,P,T3,3,19,33.331293,-79.161694,26.61,19.14,24,August,2016
Debidue Island,P,T3,3,46,33.331293,-79.161694,26.61,17.5,24,August,2016
Debidue Island,P,T3,3,49,33.331293,-79.161694,26.61,18.38,24,August,2016
Debidue Island,P,T3,3,38,33.331293,-79.161694,26.61,17.53,24,August,2016
Debidue Island,P,T3,3,42,33.331293,-79.161694,26.61,15.57,24,August,2016
Debidue Island,P,T3,3,46,33.331293,-79.161694,26.61,16.01,24,August,2016
Debidue Island,P,T3,3,19,33.331293,-79.161694,26.61,18.88,24,August,2016
Debidue Island,P,T3,3,34,33.331293,-79.161694,26.61,18.16,24,August,2016
Debidue Island,P,T3,3,26,33.331293,-79.161694,26.61,19.11,24,August,2016
Debidue Island,P,T3,3,50,33.331293,-79.161694,26.61,16.15,24,August,2016
Debidue Island,P,T3,3,18,33.331293,-79.161694,26.61,19.41,24,August,2016
Debidue Island,P,T3,3,39,33.331293,-79.161694,26.61,18.87,24,August,2016
Debidue Island,P,T3,3,17,33.331293,-79.161694,26.61,18.76,24,August,2016
Debidue Island,P,T3,3,44,33.331293,-79.161694,26.61,16.58,24,August,2016
Debidue Island,P,T3,3,49,33.331293,-79.161694,26.61,15.94,24,August,2016
Debidue Island,P,T3,3,40,33.331293,-79.161694,26.61,16.32,24,August,2016
Debidue Island,P,T3,3,37,33.331293,-79.161694,26.61,19.17,24,August,2016
Debidue Island,P,T3,3,41,33.331293,-79.161694,26.61,18.61,24,August,2016
Debidue Island,P,T3,3,24,33.331293,-79.161694,26.61,19.46,24,August,2016
Debidue Island,P,T3,3,47,33.331293,-79.161694,26.61,18.25,24,August,2016
Debidue Island,P,T3,3,46,33.331293,-79.161694,26.61,15.49,24,August,2016
Debidue Island,P,T3,3,20,33.331293,-79.161694,26.61,18.66,24,August,2016
Debidue Island,P,T3,3,38,33.331293,-79.161694,26.61,19.25,24,August,2016
Debidue Island,P,T3,3,18,33.331293,-79.161694,26.61,19.74,24,August,2016
Debidue Island,P,T3,3,30,33.331293,-79.161694,26.61,18.57,24,August,2016
Debidue Island,P,T3,3,41,33.331293,-79.161694,26.61,16.39,24,August,2016
Debidue Island,P,T4,1,26,33.331293,-79.161694,26.61,26.18,24,August,2016
Debidue Island,P,T4,1,41,33.331293,-79.161694,26.61,22.19,24,August,2016
Debidue Island,P,T4,1,26,33.331293,-79.161694,26.61,25.81,24,August,2016
Debidue Island,P,T4,1,40,33.331293,-79.161694,26.61,22.31,24,August,2016
Debidue Island,P,T4,1,37,33.331293,-79.161694,26.61,22.89,24,August,2016
Debidue Island,P,T4,1,46,33.331293,-79.161694,26.61,21.95,24,August,2016
Debidue Island,P,T4,1,48,33.331293,-79.161694,26.61,22.37,24,August,2016
Debidue Island,P,T4,1,29,33.331293,-79.161694,26.61,25.81,24,August,2016
Debidue Island,P,T4,1,36,33.331293,-79.161694,26.61,24.85,24,August,2016
Debidue Island,P,T4,1,48,33.331293,-79.161694,26.61,23.26,24,August,2016
Debidue Island,P,T4,1,32,33.331293,-79.161694,26.61,23.14,24,August,2016
Debidue Island,P,T4,1,26,33.331293,-79.161694,26.61,25.31,24,August,2016
Debidue Island,P,T4,1,35,33.331293,-79.161694,26.61,24.81,24,August,2016
Debidue Island,P,T4,1,42,33.331293,-79.161694,26.61,23.45,24,August,2016
Debidue Island,P,T4,1,37,33.331293,-79.161694,26.61,24.34,24,August,2016
Debidue Island,P,T4,1,41,33.331293,-79.161694,26.61,22.86,24,August,2016
Debidue Island,P,T4,1,30,33.331293,-79.161694,26.61,24.89,24,August,2016
Debidue Island,P,T4,1,36,33.331293,-79.161694,26.61,23.64,24,August,2016
Debidue Island,P,T4,1,24,33.331293,-79.161694,26.61,26.02,24,August,2016
Debidue Island,P,T4,1,31,33.331293,-79.161694,26.61,25.14,24,August,2016
Debidue Island,P,T4,1,40,33.331293,-79.161694,26.61,22.85,24,August,2016
Debidue Island,P,T4,1,39,33.331293,-79.161694,26.61,21.83,24,August,2016
Debidue Island,P,T4,1,21,33.331293,-79.161694,26.61,26.34,24,August,2016
Debidue Island,P,T4,1,25,33.331293,-79.161694,26.61,26.51,24,August,2016
Debidue Island,P,T4,1,23,33.331293,-79.161694,26.61,25.71,24,August,2016
Debidue Island,P,T4,1,36,33.331293,-79.161694,26.61,23.05,24,August,2016
Debidue Island,P,T4,1,29,33.331293,-79.161694,26.61,25.8,24,August,2016
Debidue Island,P,T4,1,27,33.331293,-79.161694,26.61,22.34,24,August,2016
Debidue Island,P,T4,1,37,33.331293,-79.161694,26.61,21.95,24,August,2016
Debidue Island,P,T4,1,30,33.331293,-79.161694,26.61,23.15,24,August,2016
Debidue Island,P,T4,1,38,33.331293,-79.161694,26.61,24.21,24,August,2016
Debidue Island,P,T4,1,49,33.331293,-79.161694,26.61,22.13,24,August,2016
Debidue Island,P,T4,1,41,33.331293,-79.161694,26.61,22.84,24,August,2016
Debidue Island,P,T4,1,26,33.331293,-79.161694,26.61,25.38,24,August,2016
Debidue Island,P,T4,1,19,33.331293,-79.161694,26.61,25.67,24,August,2016
Debidue Island,P,T4,1,38,33.331293,-79.161694,26.61,23.68,24,August,2016
Debidue Island,P,T4,1,46,33.331293,-79.161694,26.61,22.38,24,August,2016
Debidue Island,P,T4,1,28,33.331293,-79.161694,26.61,24.93,24,August,2016
Debidue Island,P,T4,1,31,33.331293,-79.161694,26.61,25.58,24,August,2016
Debidue Island,P,T4,1,40,33.331293,-79.161694,26.61,23.14,24,August,2016
Debidue Island,P,T4,1,32,33.331293,-79.161694,26.61,22.32,24,August,2016
Debidue Island,P,T4,1,18,33.331293,-79.161694,26.61,25.83,24,August,2016
Debidue Island,P,T4,1,39,33.331293,-79.161694,26.61,22.19,24,August,2016
Debidue Island,P,T4,1,36,33.331293,-79.161694,26.61,25.34,24,August,2016
Debidue Island,P,T4,1,30,33.331293,-79.161694,26.61,22.85,24,August,2016
Debidue Island,P,T4,1,31,33.331293,-79.161694,26.61,23.41,24,August,2016
Debidue Island,P,T4,1,44,33.331293,-79.161694,26.61,22.01,24,August,2016
Debidue Island,P,T4,1,18,33.331293,-79.161694,26.61,25.68,24,August,2016
Debidue Island,P,T4,1,46,33.331293,-79.161694,26.61,25.36,24,August,2016
Debidue Island,P,T4,1,32,33.331293,-79.161694,26.61,22.81,24,August,2016
Debidue Island,P,T4,1,40,33.331293,-79.161694,26.61,23.61,24,August,2016
Debidue Island,P,T4,1,38,33.331293,-79.161694,26.61,24.58,24,August,2016
Debidue Island,P,T4,1,41,33.331293,-79.161694,26.61,21.93,24,August,2016
Debidue Island,P,T4,1,25,33.331293,-79.161694,26.61,25.39,24,August,2016
Debidue Island,P,T4,1,39,33.331293,-79.161694,26.61,24.52,24,August,2016
Debidue Island,P,T4,1,31,33.331293,-79.161694,26.61,25.15,24,August,2016
Debidue Island,P,T4,1,44,33.331293,-79.161694,26.61,23.94,24,August,2016
Debidue Island,P,T4,1,43,33.331293,-79.161694,26.61,22.31,24,August,2016
Debidue Island,P,T4,1,27,33.331293,-79.161694,26.61,25.58,24,August,2016
Debidue Island,P,T4,2,30,33.331293,-79.161694,26.61,24.71,24,August,2016
Debidue Island,P,T4,2,43,33.331293,-79.161694,26.61,23.21,24,August,2016
Debidue Island,P,T4,2,28,33.331293,-79.161694,26.61,25.48,24,August,2016
Debidue Island,P,T4,2,34,33.331293,-79.161694,26.61,22.95,24,August,2016
Debidue Island,P,T4,2,40,33.331293,-79.161694,26.61,23.62,24,August,2016
Debidue Island,P,T4,2,49,33.331293,-79.161694,26.61,22.53,24,August,2016
Debidue Island,P,T4,2,41,33.331293,-79.161694,26.61,25.31,24,August,2016
Debidue Island,P,T4,2,32,33.331293,-79.161694,26.61,24.15,24,August,2016
Debidue Island,P,T4,2,18,33.331293,-79.161694,26.61,25.85,24,August,2016
Debidue Island,P,T4,2,45,33.331293,-79.161694,26.61,23.64,24,August,2016
Debidue Island,P,T4,2,30,33.331293,-79.161694,26.61,24.72,24,August,2016
Debidue Island,P,T4,2,22,33.331293,-79.161694,26.61,25.91,24,August,2016
Debidue Island,P,T4,2,17,33.331293,-79.161694,26.61,26.03,24,August,2016
Debidue Island,P,T4,2,26,33.331293,-79.161694,26.61,25.19,24,August,2016
Debidue Island,P,T4,2,36,33.331293,-79.161694,26.61,23.61,24,August,2016
Debidue Island,P,T4,2,30,33.331293,-79.161694,26.61,22.79,24,August,2016
Debidue Island,P,T4,2,34,33.331293,-79.161694,26.61,25.12,24,August,2016
Debidue Island,P,T4,2,47,33.331293,-79.161694,26.61,23.18,24,August,2016
Debidue Island,P,T4,2,42,33.331293,-79.161694,26.61,24.81,24,August,2016
Debidue Island,P,T4,2,25,33.331293,-79.161694,26.61,25.28,24,August,2016
Debidue Island,P,T4,2,30,33.331293,-79.161694,26.61,23.31,24,August,2016
Debidue Island,P,T4,2,24,33.331293,-79.161694,26.61,22.81,24,August,2016
Debidue Island,P,T4,2,19,33.331293,-79.161694,26.61,25.64,24,August,2016
Debidue Island,P,T4,2,22,33.331293,-79.161694,26.61,25.93,24,August,2016
Debidue Island,P,T4,2,33,33.331293,-79.161694,26.61,22.51,24,August,2016
Debidue Island,P,T4,2,40,33.331293,-79.161694,26.61,21.78,24,August,2016
Debidue Island,P,T4,2,31,33.331293,-79.161694,26.61,23.63,24,August,2016
Debidue Island,P,T4,2,29,33.331293,-79.161694,26.61,24.57,24,August,2016
Debidue Island,P,T4,2,37,33.331293,-79.161694,26.61,23.68,24,August,2016
Debidue Island,P,T4,2,32,33.331293,-79.161694,26.61,24.26,24,August,2016
Debidue Island,P,T4,2,28,33.331293,-79.161694,26.61,25.93,24,August,2016
Debidue Island,P,T4,2,34,33.331293,-79.161694,26.61,25.75,24,August,2016
Debidue Island,P,T4,2,43,33.331293,-79.161694,26.61,23.69,24,August,2016
Debidue Island,P,T4,2,25,33.331293,-79.161694,26.61,24.53,24,August,2016
Debidue Island,P,T4,2,28,33.331293,-79.161694,26.61,23.96,24,August,2016
Debidue Island,P,T4,2,20,33.331293,-79.161694,26.61,25.38,24,August,2016
Debidue Island,P,T4,2,17,33.331293,-79.161694,26.61,26.35,24,August,2016
Debidue Island,P,T4,2,26,33.331293,-79.161694,26.61,25.54,24,August,2016
Debidue Island,P,T4,2,34,33.331293,-79.161694,26.61,24.73,24,August,2016
Debidue Island,P,T4,2,29,33.331293,-79.161694,26.61,22.61,24,August,2016
Debidue Island,P,T4,2,45,33.331293,-79.161694,26.61,21.88,24,August,2016
Debidue Island,P,T4,2,30,33.331293,-79.161694,26.61,23.63,24,August,2016
Debidue Island,P,T4,2,17,33.331293,-79.161694,26.61,25.38,24,August,2016
Debidue Island,P,T4,2,25,33.331293,-79.161694,26.61,24.95,24,August,2016
Debidue Island,P,T4,2,32,33.331293,-79.161694,26.61,23.39,24,August,2016
Debidue Island,P,T4,2,19,33.331293,-79.161694,26.61,25.61,24,August,2016
Debidue Island,P,T4,2,27,33.331293,-79.161694,26.61,22.37,24,August,2016
Debidue Island,P,T4,2,30,33.331293,-79.161694,26.61,25.81,24,August,2016
Debidue Island,P,T4,2,28,33.331293,-79.161694,26.61,23.14,24,August,2016
Debidue Island,P,T4,2,41,33.331293,-79.161694,26.61,24.81,24,August,2016
Debidue Island,P,T4,2,18,33.331293,-79.161694,26.61,24.34,24,August,2016
Debidue Island,P,T4,2,31,33.331293,-79.161694,26.61,24.89,24,August,2016
Debidue Island,P,T4,2,44,33.331293,-79.161694,26.61,26.02,24,August,2016
Debidue Island,P,T4,3,30,33.331293,-79.161694,26.61,21.83,24,August,2016
Debidue Island,P,T4,3,21,33.331293,-79.161694,26.61,26.51,24,August,2016
Debidue Island,P,T4,3,38,33.331293,-79.161694,26.61,23.05,24,August,2016
Debidue Island,P,T4,3,16,33.331293,-79.161694,26.61,22.34,24,August,2016
Debidue Island,P,T4,3,42,33.331293,-79.161694,26.61,23.15,24,August,2016
Debidue Island,P,T4,3,33,33.331293,-79.161694,26.61,22.13,24,August,2016
Debidue Island,P,T4,3,49,33.331293,-79.161694,26.61,25.38,24,August,2016
Debidue Island,P,T4,3,32,33.331293,-79.161694,26.61,23.68,24,August,2016
Debidue Island,P,T4,3,38,33.331293,-79.161694,26.61,25.58,24,August,2016
Debidue Island,P,T4,3,30,33.331293,-79.161694,26.61,25.83,24,August,2016
Debidue Island,P,T4,3,40,33.331293,-79.161694,26.61,25.34,24,August,2016
Debidue Island,P,T4,3,36,33.331293,-79.161694,26.61,23.41,24,August,2016
Debidue Island,P,T4,3,35,33.331293,-79.161694,26.61,22.01,24,August,2016
Debidue Island,P,T4,3,32,33.331293,-79.161694,26.61,25.68,24,August,2016
Debidue Island,P,T4,3,37,33.331293,-79.161694,26.61,23.61,24,August,2016
Debidue Island,P,T4,3,33,33.331293,-79.161694,26.61,21.93,24,August,2016
Debidue Island,P,T4,3,30,33.331293,-79.161694,26.61,24.52,24,August,2016
Debidue Island,P,T4,3,46,33.331293,-79.161694,26.61,25.15,24,August,2016
Debidue Island,P,T4,3,37,33.331293,-79.161694,26.61,24.71,24,August,2016
Debidue Island,P,T4,3,40,33.331293,-79.161694,26.61,22.53,24,August,2016
Debidue Island,P,T4,3,19,33.331293,-79.161694,26.61,24.15,24,August,2016
Debidue Island,P,T4,3,44,33.331293,-79.161694,26.61,24.72,24,August,2016
Debidue Island,P,T4,3,25,33.331293,-79.161694,26.61,25.19,24,August,2016
Debidue Island,P,T4,3,27,33.331293,-79.161694,26.61,25.12,24,August,2016
Debidue Island,P,T4,3,24,33.331293,-79.161694,26.61,22.81,24,August,2016
Debidue Island,P,T4,3,41,33.331293,-79.161694,26.61,21.78,24,August,2016
Debidue Island,P,T4,3,35,33.331293,-79.161694,26.61,23.68,24,August,2016
Debidue Island,P,T4,3,32,33.331293,-79.161694,26.61,25.75,24,August,2016
Debidue Island,P,T4,3,42,33.331293,-79.161694,26.61,23.96,24,August,2016
Debidue Island,P,T4,3,48,33.331293,-79.161694,26.61,24.73,24,August,2016
Debidue Island,P,T4,3,25,33.331293,-79.161694,26.61,25.38,24,August,2016
Debidue Island,P,T4,3,35,33.331293,-79.161694,26.61,23.65,24,August,2016
Debidue Island,P,T4,3,19,33.331293,-79.161694,26.61,25.68,24,August,2016
Debidue Island,P,T4,3,46,33.331293,-79.161694,26.61,22.36,24,August,2016
Debidue Island,P,T4,3,34,33.331293,-79.161694,26.61,24.25,24,August,2016
Debidue Island,P,T4,3,32,33.331293,-79.161694,26.61,23.67,24,August,2016
Debidue Island,P,T4,3,30,33.331293,-79.161694,26.61,23.19,24,August,2016
Debidue Island,P,T4,3,35,33.331293,-79.161694,26.61,22.29,24,August,2016
Debidue Island,P,T4,3,41,33.331293,-79.161694,26.61,24.37,24,August,2016
Debidue Island,P,T4,3,34,33.331293,-79.161694,26.61,22.51,24,August,2016
Debidue Island,P,T4,3,40,33.331293,-79.161694,26.61,22.1,24,August,2016
Debidue Island,P,T4,3,29,33.331293,-79.161694,26.61,24.78,24,August,2016
Debidue Island,P,T4,3,34,33.331293,-79.161694,26.61,23.69,24,August,2016
Debidue Island,P,T4,3,17,33.331293,-79.161694,26.61,25.86,24,August,2016
Debidue Island,P,T4,3,50,33.331293,-79.161694,26.61,21.73,24,August,2016
Debidue Island,P,T4,3,35,33.331293,-79.161694,26.61,24.16,24,August,2016
Debidue Island,P,T4,3,28,33.331293,-79.161694,26.61,25.92,24,August,2016
Debidue Island,P,T4,3,40,33.331293,-79.161694,26.61,23.37,24,August,2016
Debidue Island,P,T4,3,36,33.331293,-79.161694,26.61,25.31,24,August,2016
Debidue Island,P,T4,3,47,33.331293,-79.161694,26.61,22.58,24,August,2016
Debidue Island,P,T4,3,38,33.331293,-79.161694,26.61,23.67,24,August,2016
Debidue Island,P,T4,3,32,33.331293,-79.161694,26.61,23.45,24,August,2016
Debidue Island,P,T4,3,49,33.331293,-79.161694,26.61,22.12,24,August,2016
Debidue Island,P,T4,3,36,33.331293,-79.161694,26.61,21.84,24,August,2016
Debidue Island,P,T4,3,40,33.331293,-79.161694,26.61,24.63,24,August,2016
Debidue Island,P,T4,3,27,33.331293,-79.161694,26.61,25.97,24,August,2016
Debidue Island,P,T4,3,31,33.331293,-79.161694,26.61,25.35,24,August,2016
Debidue Island,P,T4,3,20,33.331293,-79.161694,26.61,25.96,24,August,2016
Debidue Island,P,T4,3,16,33.331293,-79.161694,26.61,25.31,24,August,2016
Debidue Island,P,T4,3,35,33.331293,-79.161694,26.61,22.51,24,August,2016
Debidue Island,P,T5,1,25,33.331293,-79.161694,26.61,27.41,24,August,2016
Debidue Island,P,T5,1,30,33.331293,-79.161694,26.61,28.01,24,August,2016
Debidue Island,P,T5,1,18,33.331293,-79.161694,26.61,29.38,24,August,2016
Debidue Island,P,T5,1,22,33.331293,-79.161694,26.61,28.64,24,August,2016
Debidue Island,P,T5,1,25,33.331293,-79.161694,26.61,26.93,24,August,2016
Debidue Island,P,T5,1,30,33.331293,-79.161694,26.61,27.58,24,August,2016
Debidue Island,P,T5,1,19,33.331293,-79.161694,26.61,29.34,24,August,2016
Debidue Island,P,T5,1,41,33.331293,-79.161694,26.61,26.69,24,August,2016
Debidue Island,P,T5,1,24,33.331293,-79.161694,26.61,27.38,24,August,2016
Debidue Island,P,T5,1,31,33.331293,-79.161694,26.61,26.88,24,August,2016
Debidue Island,P,T5,1,20,33.331293,-79.161694,26.61,27.56,24,August,2016
Debidue Island,P,T5,1,34,33.331293,-79.161694,26.61,28.93,24,August,2016
Debidue Island,P,T5,1,26,33.331293,-79.161694,26.61,27.16,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,28.34,24,August,2016
Debidue Island,P,T5,1,18,33.331293,-79.161694,26.61,29.32,24,August,2016
Debidue Island,P,T5,1,20,33.331293,-79.161694,26.61,26.94,24,August,2016
Debidue Island,P,T5,1,23,33.331293,-79.161694,26.61,27.38,24,August,2016
Debidue Island,P,T5,1,18,33.331293,-79.161694,26.61,29.31,24,August,2016
Debidue Island,P,T5,1,30,33.331293,-79.161694,26.61,27.61,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,28.39,24,August,2016
Debidue Island,P,T5,1,37,33.331293,-79.161694,26.61,26.84,24,August,2016
Debidue Island,P,T5,1,26,33.331293,-79.161694,26.61,27.36,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,28.32,24,August,2016
Debidue Island,P,T5,1,33,33.331293,-79.161694,26.61,26.86,24,August,2016
Debidue Island,P,T5,1,19,33.331293,-79.161694,26.61,29.32,24,August,2016
Debidue Island,P,T5,1,24,33.331293,-79.161694,26.61,27.42,24,August,2016
Debidue Island,P,T5,1,13,33.331293,-79.161694,26.61,29.34,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,27.58,24,August,2016
Debidue Island,P,T5,1,16,33.331293,-79.161694,26.61,29.56,24,August,2016
Debidue Island,P,T5,1,19,33.331293,-79.161694,26.61,28.34,24,August,2016
Debidue Island,P,T5,1,20,33.331293,-79.161694,26.61,28.11,24,August,2016
Debidue Island,P,T5,1,25,33.331293,-79.161694,26.61,27.39,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,28.68,24,August,2016
Debidue Island,P,T5,1,16,33.331293,-79.161694,26.61,30.12,24,August,2016
Debidue Island,P,T5,1,24,33.331293,-79.161694,26.61,27.16,24,August,2016
Debidue Island,P,T5,1,16,33.331293,-79.161694,26.61,29.33,24,August,2016
Debidue Island,P,T5,1,23,33.331293,-79.161694,26.61,27.12,24,August,2016
Debidue Island,P,T5,1,18,33.331293,-79.161694,26.61,29.67,24,August,2016
Debidue Island,P,T5,1,14,33.331293,-79.161694,26.61,28.51,24,August,2016
Debidue Island,P,T5,1,26,33.331293,-79.161694,26.61,26.88,24,August,2016
Debidue Island,P,T5,1,22,33.331293,-79.161694,26.61,27.53,24,August,2016
Debidue Island,P,T5,1,27,33.331293,-79.161694,26.61,26.94,24,August,2016
Debidue Island,P,T5,1,19,33.331293,-79.161694,26.61,29.33,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,27.68,24,August,2016
Debidue Island,P,T5,1,18,33.331293,-79.161694,26.61,28.91,24,August,2016
Debidue Island,P,T5,1,14,33.331293,-79.161694,26.61,29.66,24,August,2016
Debidue Island,P,T5,1,23,33.331293,-79.161694,26.61,27.43,24,August,2016
Debidue Island,P,T5,1,15,33.331293,-79.161694,26.61,29.27,24,August,2016
Debidue Island,P,T5,1,19,33.331293,-79.161694,26.61,28.59,24,August,2016
Debidue Island,P,T5,1,21,33.331293,-79.161694,26.61,26.86,24,August,2016
Debidue Island,P,T5,1,24,33.331293,-79.161694,26.61,27.28,24,August,2016
Debidue Island,P,T5,1,17,33.331293,-79.161694,26.61,29.35,24,August,2016
Debidue Island,P,T5,1,20,33.331293,-79.161694,26.61,28.54,24,August,2016
Debidue Island,P,T5,1,17,33.331293,-79.161694,26.61,29.52,24,August,2016
Debidue Island,P,T5,2,27,33.331293,-79.161694,26.61,27.31,24,August,2016
Debidue Island,P,T5,2,30,33.331293,-79.161694,26.61,27.14,24,August,2016
Debidue Island,P,T5,2,21,33.331293,-79.161694,26.61,28.12,24,August,2016
Debidue Island,P,T5,2,24,33.331293,-79.161694,26.61,28.58,24,August,2016
Debidue Island,P,T5,2,21,33.331293,-79.161694,26.61,26.83,24,August,2016
Debidue Island,P,T5,2,15,33.331293,-79.161694,26.61,29.41,24,August,2016
Debidue Island,P,T5,2,20,33.331293,-79.161694,26.61,27.67,24,August,2016
